10000 40000
413 3385 144
413 7140 99
413 7312 137
413 8304 119
414 712 1
414 2204 109
414 2349 141
414 4882 283
414 5115 237
414 6371 152
414 7512 149
414 8347 149
414 9064 5
414 9529 102
415 656 61
415 1147 272
415 1463 164
415 3644 36
415 4765 30
415 8291 133
415 9151 18
415 9827 167
416 509 186
416 664 209
416 2924 219
416 5467 41
416 5495 97
416 6717 212
416 8286 205
417 2472 67
417 3695 157
417 6424 222
417 7095 140
417 9652 286
418 1386 30
418 1791 214
418 1928 96
418 2385 101
418 2418 122
418 3896 42
418 6489 159
418 8637 242
419 370 207
419 1047 52
419 2156 292
419 2544 280
419 4713 14
419 6414 282
419 8526 83
419 8876 236
420 5254 153
420 6882 32
420 7964 34
421 1426 220
421 1651 200
421 8716 162
422 218 52
422 3500 154
422 4927 122
423 566 248
423 2683 206
423 2718 240
423 8071 161
424 1888 125
424 2324 19
424 2678 252
425 362 168
425 819 241
425 5970 22
425 6828 134
426 73 246
426 4606 73
426 6279 284
426 6720 75
426 6967 131
426 6985 137
426 7186 51
426 8208 53
426 9233 291
427 4951 89
427 6080 231
427 6316 238
427 6617 232
427 7675 34
428 141 277
428 1066 149
428 4411 45
428 8965 76
428 9391 13
428 9418 44
429 3319 251
429 4032 284
429 4470 101
429 5286 281
429 5306 225
429 6017 285
429 7469 248
429 9619 289
430 8446 30
430 8692 182
431 88 271
431 3171 36
431 8844 79
432 475 23
432 955 205
432 4411 145
432 8230 44
433 395 156
433 635 260
433 843 72
433 2106 243
433 2920 241
434 107 42
434 3095 53
434 3760 69
435 1357 65
435 2964 19
435 6693 72
435 8866 161
436 348 173
436 1057 256
436 5542 39
436 5742 136
436 6817 14
437 1922 287
437 2576 275
437 2734 184
437 3124 192
437 3592 242
437 6286 170
437 6680 28
437 7384 132
437 7469 279
437 8318 285
437 9815 175
438 375 117
438 906 39
438 5379 266
438 9593 254
439 731 290
439 1082 62
439 1880 135
439 5048 165
439 6751 55
439 7535 1
440 6223 235
440 7375 262
440 7693 4
440 8686 247
441 256 26
441 2287 81
441 3419 182
441 9492 40
442 1820 180
442 1979 207
442 2286 106
442 3870 141
443 1838 276
443 5396 249
443 9241 273
443 9425 140
443 9927 194
444 130 180
444 721 52
444 1881 175
444 4931 141
444 8621 105
445 138 205
445 422 217
445 1332 5
445 1444 153
445 3168 155
445 4883 70
445 5468 166
445 5825 1
445 7757 69
445 8259 173
446 221 162
446 489 244
446 2527 77
446 2533 61
446 3156 268
446 3869 293
446 5851 50
446 7628 83
446 9096 219
447 606 161
447 4347 19
447 6917 97
448 304 289
448 4106 184
448 4473 64
448 8480 196
448 8908 113
449 1448 263
449 1615 145
449 1664 6
449 3721 298
449 4103 281
449 7238 55
449 7637 37
449 8009 68
450 2300 37
450 4180 40
450 8442 254
451 399 47
451 437 253
451 2639 278
451 4378 0
451 4708 298
451 4798 88
451 6060 62
452 521 233
452 903 226
452 5169 162
452 5697 253
452 8470 149
452 8950 108
453 3770 35
453 9981 95
454 3139 243
454 5681 91
454 6150 86
454 6606 285
454 9160 165
454 9633 113
455 334 208
455 1509 32
455 3408 70
455 5574 56
456 1363 75
456 2980 120
456 6249 124
456 6535 11
457 4062 123
457 6825 36
457 7083 51
457 7983 116
458 59 284
458 1849 140
458 2298 15
458 2922 121
458 3120 65
460 1686 212
460 2774 274
460 3427 91
460 4807 191
460 6737 181
460 7945 14
460 8277 41
461 433 216
461 766 62
461 3627 1
461 4768 201
461 7063 172
461 7107 224
462 1445 3
462 1473 259
462 2897 64
462 4557 21
462 5332 16
463 963 197
463 1812 203
463 2213 241
463 3331 1
463 4156 109
463 5763 280
463 6285 244
463 8276 238
463 9829 250
464 902 130
464 1408 286
464 5823 159
464 6960 184
464 7097 83
465 202 247
465 305 221
465 1236 291
465 2584 113
465 5200 89
465 5332 298
465 6690 115
465 9783 153
466 2044 59
466 2295 119
466 2844 189
466 8951 196
466 9005 104
467 3402 168
467 3728 193
467 6957 42
467 8530 49
468 132 143
468 1184 217
468 2136 165
468 2151 243
468 2425 204
468 6022 283
469 1077 266
469 2599 240
469 4574 236
469 4790 34
469 5086 75
469 5751 289
469 8145 202
469 8628 135
469 8990 59
470 1331 158
470 2558 273
470 2720 106
470 4510 43
470 5199 15
470 5384 247
470 9827 257
471 428 59
471 770 32
471 3901 250
471 6344 130
471 8491 143
471 8797 34
472 983 199
472 2906 203
472 4367 295
472 6061 208
473 4147 223
474 781 142
474 1979 48
474 5430 111
474 5704 173
474 6972 121
474 8713 170
475 2586 73
475 2770 137
475 5615 128
475 9121 34
476 219 281
476 1277 210
476 2500 230
476 2574 13
476 3447 254
476 3667 293
476 4487 269
476 5327 29
476 6316 20
476 6802 201
476 8127 104
476 8133 11
477 2003 282
477 2074 30
477 5472 77
477 6209 263
478 31 58
478 1085 7
478 7287 262
478 7725 105
478 8710 299
478 9162 49
478 9964 211
479 3009 85
479 4986 116
479 5429 209
480 1177 286
480 6665 68
480 7123 19
481 821 42
481 1403 256
481 4144 96
481 5073 73
481 8092 296
481 9689 38
482 5296 239
482 8367 29
483 895 287
483 4570 4
483 6460 107
483 7129 3
484 2019 247
484 2969 224
484 3808 9
484 5199 159
484 5938 64
484 7860 58
485 2596 96
485 3202 218
485 3504 41
485 6464 223
485 7055 272
485 8193 276
486 3070 14
486 4621 114
486 5022 37
486 6377 75
486 8798 217
486 8905 140
486 8951 253
486 9426 256
487 419 155
487 3592 68
487 3825 241
487 6005 87
487 6890 146
487 7689 152
488 682 41
488 3763 20
488 5763 100
488 7619 283
489 406 76
489 675 50
489 2114 259
489 5165 21
489 6065 110
489 6766 187
489 6937 129
489 9917 191
490 103 250
490 1929 119
490 5043 189
490 7909 181
490 9071 84
491 2995 242
491 3402 126
491 4205 298
491 6799 110
491 7744 132
491 9295 247
492 2083 142
492 2626 257
492 5208 34
492 5796 189
492 5942 48
492 9154 211
493 4738 229
493 5527 103
493 8217 273
494 661 42
494 4890 104
494 5535 1
494 8362 196
494 8745 137
494 9224 138
495 2978 66
495 3308 255
495 3988 31
495 6741 22
496 5395 129
496 8011 162
496 8607 245
496 9059 165
497 4354 98
497 9686 25
497 9737 109
498 2782 257
498 4758 257
498 6028 246
498 9172 47
499 1126 15
499 1876 201
499 2430 120
499 3387 206
499 4609 189
499 5103 146
500 91 136
500 4221 245
501 955 122
501 1094 44
501 6207 24
501 8317 55
501 9863 133
502 3003 183
502 3478 76
502 4221 65
502 5141 187
502 6928 121
502 7713 207
502 7755 226
502 8655 248
502 9617 99
503 948 1
503 1221 163
503 1929 220
503 2362 108
503 3131 174
503 3472 20
503 6616 276
503 7246 37
503 8685 216
504 529 98
504 942 119
504 1314 52
504 1879 148
504 2837 53
504 4254 34
504 6098 77
505 771 50
505 2392 229
505 3943 160
505 4774 157
505 9633 237
506 863 14
506 2006 164
506 3019 158
506 5158 189
506 8364 107
506 8993 146
506 9088 156
507 1776 91
507 3899 43
508 80 240
508 309 103
508 3954 119
508 8034 102
508 9314 274
509 80 179
509 361 167
509 762 177
509 1559 21
509 2272 230
509 2918 262
509 3292 277
509 3442 198
509 5170 22
509 6048 216
509 9097 262
510 940 39
510 1222 248
510 3409 64
510 3889 219
510 5347 83
510 6047 132
510 6884 156
511 2192 117
511 2274 160
511 3939 201
511 9522 119
511 9581 168
512 978 3
512 6025 45
512 8201 111
512 8945 217
513 1904 275
513 6180 168
514 476 33
514 1768 211
514 3414 146
514 3469 132
514 8725 138
515 1569 12
515 1951 72
515 2169 23
515 2861 171
515 3907 95
515 8866 114
515 8958 174
516 172 33
516 1628 29
516 3368 175
516 7024 132
516 7482 53
517 3429 50
517 3922 133
517 6257 194
518 201 275
518 3768 20
518 6349 147
518 8798 275
519 837 212
519 1307 89
519 7442 275
519 8913 42
520 79 158
520 520 105
520 1542 254
520 1888 133
520 7012 201
520 9601 263
521 197 211
521 4024 237
521 5079 235
521 7484 268
521 8406 180
522 1149 277
522 2628 77
522 5877 132
523 4916 35
523 6427 209
523 6539 209
523 9695 62
524 578 229
524 3996 33
524 5979 90
524 6867 253
525 273 228
525 1146 236
525 2772 88
525 2845 299
525 8761 102
525 8937 238
525 9882 46
526 1821 177
526 5937 166
526 8026 41
527 5282 293
527 5964 287
527 6002 119
527 8357 153
528 1060 209
528 1370 270
528 1416 251
528 1601 94
528 1748 179
528 2507 113
528 6935 167
529 3953 14
530 461 190
530 4271 2
530 8630 276
530 9518 142
531 507 93
531 3461 10
531 9838 19
531 9894 264
532 585 5
532 761 69
532 2613 167
532 6671 130
532 7603 191
533 401 283
533 1436 226
533 5754 186
533 6208 27
533 9449 252
533 9529 264
534 1592 214
534 2050 201
534 3933 153
534 4114 152
534 5791 83
534 7654 207
534 9929 2
535 930 180
535 1479 182
535 2203 233
535 7277 171
535 9136 124
535 9335 214
535 9751 197
536 323 201
536 324 147
536 1497 222
536 2972 187
536 3257 176
536 7233 6
536 7583 160
537 377 121
537 1103 34
537 1326 135
537 1616 196
537 1823 269
537 2695 225
537 3317 8
538 3284 51
538 8113 256
539 1520 287
539 2878 78
539 3106 103
539 7585 241
539 8249 162
540 2299 98
540 2646 100
540 3489 103
540 3679 71
540 3815 143
540 8224 173
540 8586 73
540 9245 64
541 589 97
541 934 250
541 1865 103
541 3443 161
541 9576 36
542 1310 71
542 3063 247
542 3575 158
542 4659 187
542 5200 282
542 5354 45
542 7998 186
543 1115 151
543 2224 185
543 3337 254
543 4845 96
543 7374 271
543 8315 153
544 2935 63
544 5701 210
544 5746 89
544 8536 16
545 2563 72
545 5459 245
545 7059 19
546 444 62
546 612 198
546 1765 227
546 2074 120
546 2438 194
546 4304 290
546 5173 130
546 6473 138
546 6807 183
546 7343 199
546 7805 53
547 750 200
547 1587 133
547 2539 157
547 8848 85
548 348 1
548 488 87
548 974 289
548 1753 137
548 2554 202
548 7611 94
548 8754 84
548 9885 248
549 643 143
549 994 214
549 1010 249
549 3382 60
549 4006 84
549 4857 268
549 7735 113
549 8256 232
550 758 279
550 874 80
550 2075 41
550 2478 226
550 3456 283
551 430 280
551 1026 179
551 1999 20
551 4201 289
551 4472 229
551 6770 221
551 7501 81
551 7891 106
551 8588 83
552 38 292
552 4210 58
552 6275 3
552 8714 132
553 2841 156
553 2989 192
553 4847 263
553 6271 55
553 7203 222
554 706 177
554 3238 265
554 6621 70
554 7636 11
554 8956 272
554 8984 180
555 3727 213
555 6678 250
556 974 147
556 1123 222
556 4940 200
556 5985 44
556 7531 295
556 7973 116
556 9386 29
556 9525 132
557 3069 110
558 1055 276
558 2143 261
558 2383 83
558 5032 198
558 6914 30
559 1660 145
559 3008 111
559 4094 147
560 1645 139
560 3298 266
560 5285 67
560 7433 183
560 8476 49
561 232 257
561 774 118
561 1339 216
561 1454 114
561 1991 152
561 4783 133
561 6686 240
562 422 188
562 4045 116
563 460 213
563 9007 58
563 9925 279
564 1103 51
564 3643 193
564 4961 54
564 5655 81
564 7022 96
564 7904 160
564 8873 187
564 9930 273
565 820 58
565 3650 32
565 3965 87
566 1694 31
566 3893 39
566 3913 91
566 7544 20
566 8140 18
567 490 66
567 4122 28
568 1685 42
568 1814 20
568 2556 266
568 2793 161
568 3254 112
568 5994 279
568 6713 298
568 7435 164
569 3618 285
570 150 255
570 1289 251
570 1570 260
570 2145 60
570 4600 211
570 5156 80
570 7391 261
570 9326 33
570 9825 34
571 3904 237
571 7333 169
571 7376 178
572 2026 68
572 2192 32
572 2230 43
572 6149 180
572 7728 250
572 9414 42
572 9420 285
573 812 165
573 4067 180
573 5044 265
573 5465 205
573 6228 29
573 7128 241
573 9298 57
574 2317 74
574 3878 207
574 4028 266
574 5023 1
575 8140 215
576 4782 190
576 7508 5
576 9431 292
577 5675 205
577 7567 39
577 8925 105
578 474 204
578 3911 190
578 6316 110
578 6765 232
578 7036 115
578 8886 93
579 4312 225
579 4750 216
579 5445 164
579 9355 205
580 2740 30
580 4127 50
580 4919 126
580 7085 13
580 9796 98
581 2397 195
581 5438 198
581 5646 202
581 6281 32
581 6370 69
582 2063 27
582 2231 163
582 6237 265
583 2218 198
583 7890 120
583 9973 216
584 2036 231
585 2744 57
585 3153 135
585 3569 277
585 6210 14
585 6702 273
586 207 222
586 1495 122
586 6548 139
586 9868 202
587 387 152
587 2725 164
587 3397 175
587 3717 19
587 4461 86
588 4245 277
588 5795 114
588 7161 13
588 9748 57
589 3704 275
589 3977 192
589 6552 140
590 6836 52
591 3434 85
591 4417 74
592 310 216
592 4038 58
592 5053 298
592 5717 42
592 5966 96
593 1197 197
593 2441 207
593 4845 208
593 5137 267
593 6544 246
593 7185 9
593 9218 89
594 146 290
594 3836 5
594 4502 51
594 6967 131
594 8725 57
594 9130 246
595 1417 205
595 2223 2
595 2341 81
595 7230 132
595 7607 113
595 8376 20
595 9042 73
596 3012 292
596 5198 133
596 5283 110
596 5880 34
597 240 268
597 1094 144
597 2189 263
597 4844 52
597 6296 262
598 4836 223
598 5662 227
598 6889 110
598 8604 133
598 9712 21
599 1546 24
599 2291 118
599 3337 243
599 3882 260
599 6095 167
599 6474 295
599 6823 215
599 9019 169
600 2040 184
600 3570 111
600 5249 19
600 8276 252
600 8597 117
600 8940 161
601 3828 61
601 3998 249
601 6077 115
602 95 178
602 4535 9
602 8873 44
603 1688 298
603 5078 44
603 7530 120
604 2465 255
604 3163 79
604 6476 290
604 7924 225
605 3298 74
605 5086 254
605 8197 131
605 8954 244
606 391 293
606 411 97
606 7565 260
607 320 271
607 1353 216
607 3173 262
607 3278 158
607 5395 116
607 6571 189
608 1146 293
608 1647 150
608 2060 221
608 2225 122
608 2603 55
608 4323 273
608 4669 169
608 7868 136
608 9650 20
608 9672 78
608 9913 154
609 1810 257
609 2135 124
609 2416 58
609 3748 170
609 5524 72
609 8106 160
609 9325 199
609 9449 102
610 2158 17
610 2834 242
610 4566 95
610 7763 57
611 4615 116
612 854 209
612 3475 49
612 4669 178
613 979 278
613 2627 156
613 4393 216
613 7131 180
614 295 228
614 1739 240
614 2388 104
614 2500 125
614 8080 22
615 904 199
615 3728 158
615 4589 290
615 9168 103
616 1655 126
616 1811 266
616 2280 187
616 7408 122
616 8564 23
617 1211 229
617 1532 96
617 1686 162
617 4968 165
617 7930 149
618 439 84
618 2909 139
618 3648 294
618 5740 147
618 6800 229
618 8538 25
619 4138 121
619 9660 259
620 412 216
621 4219 175
621 5124 193
621 5203 38
621 7329 191
621 7716 228
622 1674 127
622 2273 183
622 8439 55
623 4640 159
623 4852 25
624 4413 124
625 165 208
625 3899 110
625 4095 251
625 5947 123
625 8099 114
626 1532 246
626 5491 91
626 8249 191
626 9812 175
627 117 184
627 2316 206
627 2641 5
627 3910 225
627 5561 4
628 2667 298
628 7555 25
628 7984 44
628 8424 239
629 3542 133
629 5164 178
629 5313 287
629 7402 184
630 560 87
630 807 216
630 2885 84
630 5502 69
630 6007 284
630 6438 226
630 7406 231
631 379 38
631 1607 229
631 4658 187
631 5680 155
631 8827 139
632 164 287
632 2125 110
632 2135 110
632 5290 221
632 6540 214
632 7049 98
632 7739 171
632 8603 128
632 9665 84
633 437 34
633 1656 153
633 2505 14
633 4202 151
634 264 25
634 5996 30
634 6784 126
634 7415 262
634 7939 222
635 337 9
635 1154 283
635 1393 141
635 1643 88
635 7860 71
635 8753 140
635 8961 14
636 1182 12
636 1826 294
636 2480 140
636 4049 250
636 8661 71
636 8677 295
637 167 78
637 1153 142
637 1235 293
637 2894 293
637 3188 234
637 4538 51
637 5491 234
637 6212 85
638 944 166
638 1615 42
638 3025 143
638 8307 272
638 8455 214
638 8925 110
638 9660 96
639 3418 69
639 6613 291
640 1028 77
640 1131 70
640 1964 223
640 3217 270
640 6052 236
640 6632 155
640 9459 40
641 1007 20
641 4144 16
641 4212 252
641 4284 76
641 5304 296
641 7023 135
641 7948 59
642 454 65
642 2712 149
642 4624 66
642 4783 298
642 5684 118
642 7438 196
642 7830 54
642 9474 32
643 14 48
643 1340 222
643 2223 117
643 9907 70
644 1001 279
644 3714 179
644 3989 65
644 8531 191
645 5969 139
645 8005 69
646 3420 156
646 5130 121
646 5364 24
646 5443 114
646 7089 150
646 7221 23
646 8110 92
646 9118 257
647 7350 171
647 8547 101
647 9327 118
647 9458 2
647 9730 32
648 1334 269
648 1906 240
648 4442 185
648 6935 19
648 9523 51
649 300 63
649 480 255
649 1930 91
649 3023 202
649 4372 71
649 7759 97
649 8113 269
650 731 77
650 858 131
650 3240 119
650 6089 233
650 6688 239
650 7175 240
650 9596 239
651 609 195
651 861 180
651 2385 104
651 6680 253
652 3441 28
652 4720 46
652 7277 48
652 7638 275
653 6052 155
653 7760 71
653 8337 97
654 196 161
654 2570 151
654 2729 134
654 4953 155
655 521 126
655 4887 197
655 5590 295
655 6274 218
655 6299 298
655 6939 104
655 8411 45
656 4850 222
656 6207 189
656 8105 176
657 853 134
657 1363 298
657 1550 65
657 3132 226
657 6681 136
657 6708 246
657 9620 44
658 638 185
658 1086 186
658 6074 179
658 8393 203
659 2174 78
659 7157 182
659 7283 83
660 945 16
660 1663 24
660 4216 223
660 8312 50
660 9235 73
661 1249 72
661 1774 59
661 2190 251
661 2279 98
661 3144 259
661 3942 252
662 5348 169
662 6569 285
663 1878 276
663 6051 44
663 6201 124
663 9606 278
664 1164 114
664 2730 47
664 5037 119
664 6409 42
664 8104 177
665 2237 90
665 2241 167
665 9127 45
665 9423 235
666 74 292
666 544 99
666 1808 18
666 3825 29
666 4214 230
666 9092 279
667 116 196
667 1139 165
667 1663 253
667 6638 246
667 8871 156
668 1070 120
668 1538 0
668 2664 36
668 5292 2
668 7079 156
668 9509 209
669 875 98
669 1786 172
669 5062 90
669 6430 213
669 8345 48
669 8429 291
670 7 202
670 1196 10
670 1756 230
670 6018 50
670 6136 98
671 410 30
671 3824 242
671 6732 144
671 7131 109
671 8276 24
672 687 188
672 1251 188
672 3095 232
672 8446 256
673 7781 165
674 256 287
674 635 244
674 1862 279
674 4013 67
674 4473 211
675 300 263
675 792 161
675 1862 272
675 3966 23
675 5806 21
675 6303 24
676 789 61
676 1788 226
676 6770 197
677 5393 49
677 5473 10
677 5505 222
677 5953 189
677 6602 158
677 9318 41
678 468 52
678 1455 193
678 4371 141
678 4735 68
678 8354 177
679 709 252
679 2376 186
679 2389 284
679 3643 104
679 4709 10
679 7967 155
679 8276 5
679 9438 179
680 3595 244
680 4043 58
680 5468 212
681 3480 82
681 5235 187
681 7465 167
681 9069 131
682 254 30
682 826 79
682 2499 146
682 5925 277
682 6979 108
683 2364 175
683 6161 71
683 6672 257
683 6756 207
683 7129 210
683 9155 66
683 9847 163
684 3816 263
684 4728 153
684 5023 270
684 5303 134
684 6119 32
684 7012 271
684 9768 247
685 245 15
685 6559 224
685 7438 190
686 333 73
686 4804 285
686 7022 13
686 7953 217
687 147 226
687 2891 22
687 3449 269
687 3817 246
687 7279 258
687 9843 143
688 466 216
688 624 54
688 1512 68
688 2235 29
688 3952 271
688 6994 93
689 9 42
689 1472 30
689 2102 217
689 5785 212
689 6501 260
690 1935 54
690 6936 97
691 377 84
691 948 176
691 1718 124
691 6098 265
691 8610 74
691 9675 206
692 471 220
692 3361 266
692 7731 201
693 281 31
693 1259 83
693 2198 189
693 2752 277
693 2885 180
693 2965 200
693 5090 153
693 6121 126
693 7780 64
693 8490 118
693 9174 89
693 9564 269
694 622 68
694 676 281
694 2194 77
694 4615 46
694 6663 139
694 8073 41
695 74 240
695 424 288
695 3169 131
695 4232 13
695 4784 230
695 5013 205
695 5395 217
695 8684 118
696 1191 198
696 1278 199
696 7055 213
696 8254 93
696 8891 60
696 8910 109
696 9911 23
697 1102 251
697 1773 141
697 2412 113
697 2644 206
697 3068 102
697 3380 17
697 7612 103
698 3296 142
698 4808 46
698 5129 138
698 6179 242
698 7955 44
698 8474 8
698 8545 26
699 1174 183
699 1620 99
699 4642 198
699 5206 226
699 6867 177
699 7288 138
699 8187 94
700 171 262
700 530 61
700 5568 47
700 6749 95
700 7054 196
700 7523 264
701 2493 224
701 4480 104
701 5984 283
701 6771 274
702 165 101
702 1185 158
703 688 173
703 3039 10
703 3226 100
703 3520 38
703 5986 143
703 8908 149
704 2604 35
704 3976 26
704 8839 74
704 9200 152
705 708 14
705 964 41
705 6764 272
705 8577 113
706 3667 254
707 2955 266
708 398 131
708 800 19
708 1670 206
708 2313 46
708 6748 202
709 459 40
709 1701 204
709 2421 18
710 3745 62
710 7612 225
710 8271 213
710 9275 209
711 269 110
711 660 49
711 738 290
711 2063 29
711 2160 22
711 3229 257
711 4281 225
711 6194 16
711 6671 236
711 8785 17
712 2207 125
712 2951 235
712 5275 230
712 6984 24
713 1784 278
713 2619 4
713 4181 74
713 7307 271
713 8357 274
714 42 172
714 1077 294
714 2356 219
714 2613 100
714 2757 239
714 4296 184
715 403 166
715 1178 137
715 1387 261
715 6190 166
715 7247 240
715 9316 62
715 9808 190
716 9354 232
717 123 99
717 2446 95
717 2964 110
717 4874 17
717 5005 120
718 3503 167
718 8042 171
718 8429 74
719 2519 221
719 3422 191
719 4813 264
719 5744 225
719 7883 50
719 8483 284
720 1244 18
720 5854 41
720 6022 121
720 7629 295
720 7981 237
720 8407 62
722 2195 66
722 2209 93
722 3179 145
722 8234 190
723 1714 145
723 4888 232
724 2425 282
724 2941 261
724 3725 29
724 5057 268
724 6962 203
724 7764 273
725 5140 254
725 5695 224
725 6261 49
725 7382 211
725 8401 155
726 1384 164
726 2401 34
726 4055 140
726 8735 194
727 2779 135
727 2827 115
727 6607 252
727 8250 82
728 996 88
728 2335 33
728 3219 117
728 4372 272
728 5331 149
728 6756 133
730 959 4
730 1153 136
730 5054 57
730 6513 269
730 9093 195
731 379 145
731 4777 112
732 348 31
732 613 9
732 1205 20
732 2552 253
732 5638 265
732 6082 10
732 6625 208
733 1500 88
733 1665 257
733 5092 275
733 6054 295
733 6346 58
734 1001 105
734 1107 129
734 2164 8
734 2624 106
734 4137 25
734 8736 294
734 9558 225
735 2804 118
735 3131 139
735 6730 111
735 7141 43
